"transcript","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29","sample_30","sample_31","sample_32","sample_33","sample_34","sample_35","sample_36","sample_37"
"hsa_piR_006401",6,0,0,3,1,3,24,16,1,2,1,9,10,2,0,3,2,2,1,11,0,1,4,23,1,3,4,2,2,2,4,1,5,0,0,1,0
"piR-hsa-12275",14,0,3,18,5,5,15,8,6,11,11,15,12,4,15,19,8,17,3,2,6,21,1,7,9,3,9,7,11,16,6,16,14,0,38,25,4
"hsa_piR_007661",15,11,2,21,24,10,9,16,2,4,26,13,11,9,7,12,4,10,15,20,7,17,28,23,16,41,28,18,11,12,24,17,19,11,12,21,3
"hsa_piR_020642",0,0,0,2,2,3,0,2,1,0,1,1,0,2,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,1,1,2,0,1,2
"hsa_piR_005007",25,8,23,34,20,24,43,46,16,17,16,34,58,23,22,24,15,26,21,41,14,50,34,37,24,18,19,20,26,16,41,26,20,26,28,31,10
"hsa_piR_006339",3,0,0,4,3,4,6,3,3,0,8,2,2,1,1,4,0,0,0,3,2,2,5,3,0,3,4,2,0,0,1,0,5,1,1,1,1
"hsa_piR_021964",5,2,0,2,13,1,0,0,0,0,10,2,0,0,0,1,0,4,5,2,2,3,11,12,1,33,18,6,2,2,10,7,10,5,0,1,0
"hsa_piR_019657",35,36,57,51,68,16,42,29,11,14,45,29,13,45,37,26,33,31,46,25,61,30,49,29,31,29,38,25,59,46,25,38,21,49,31,50,7
"hsa_piR_021969",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_005018",0,1,2,3,1,3,4,3,2,1,0,5,0,1,3,2,17,2,3,2,3,3,1,4,3,2,1,2,6,10,7,13,2,8,6,13,0
"hsa_piR_005019",598,180,168,738,371,381,843,542,140,96,588,1074,1111,292,453,838,250,814,148,749,209,807,645,1064,188,429,594,814,455,201,1401,367,603,441,48,144,145
"hsa_piR_006356",5,0,2,3,1,2,1,1,0,0,1,1,2,2,1,6,0,0,0,4,1,3,2,0,1,1,0,0,0,0,4,0,1,1,1,2,0
"hsa_piR_005023",6,1,35,9,1,4,10,11,2,1,4,2,3,8,4,5,3,8,7,8,7,10,8,5,5,2,5,7,8,4,10,3,11,5,17,13,2
"hsa_piR_017008",9,7,10,6,11,14,12,15,8,6,10,4,10,13,14,9,16,13,12,9,15,27,8,7,17,8,13,14,15,13,11,14,8,8,38,28,1
"hsa_piR_017004",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017006",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_020661",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017002",10,7,9,16,10,12,22,34,10,12,12,18,20,9,12,10,10,11,8,17,6,17,15,17,16,8,10,11,14,17,12,10,10,13,16,21,10
"hsa_piR_005036",1,1,1,3,1,4,0,2,1,0,3,5,1,1,1,2,1,1,0,0,0,1,3,4,1,0,1,2,0,0,3,2,4,0,1,2,0
"hsa_piR_019676",261,138,219,295,355,315,223,196,212,241,266,245,463,210,265,308,365,263,304,195,479,242,359,344,350,459,411,274,416,374,386,392,380,404,337,321,166
"hsa_piR_020657",402,94,309,501,336,488,614,1066,110,255,442,462,2512,690,362,368,3589,294,347,362,453,445,2689,470,413,364,1970,515,482,612,546,538,475,579,500,3194,128
"hsa_piR_008954",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_008957",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_008963",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007635",231,12,67,215,38,105,539,627,25,49,109,383,132,104,92,99,98,76,26,244,36,134,169,187,56,193,167,106,176,132,218,154,135,183,62,66,14
"hsa_piR_021921",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_019628",4,3,22,8,9,9,9,5,20,5,9,18,8,10,15,5,13,4,16,9,22,14,22,11,26,4,6,7,15,31,6,38,11,28,28,48,17
"hsa_piR_021952",2,0,2,0,3,3,3,1,4,0,3,2,5,6,3,5,4,1,0,3,0,6,3,2,0,3,4,0,3,0,4,2,1,0,6,6,1
"hsa_piR_008982",3,0,2,4,2,3,10,9,1,1,2,1,5,2,1,5,2,0,1,5,1,2,2,11,2,3,1,2,1,2,3,2,3,1,2,2,2
"hsa_piR_008983",527,318,629,712,425,657,924,1044,315,348,440,563,781,687,578,673,495,488,484,738,451,749,690,766,567,485,602,462,462,512,675,642,599,659,870,891,311
"hsa_piR_020619",7,19,14,12,19,19,8,8,4,2,11,6,14,7,11,8,15,13,13,10,24,19,10,14,15,5,17,8,10,12,9,13,14,6,23,18,12
"hsa_piR_005089",3,0,3,2,0,0,8,15,0,2,0,1,2,0,2,0,2,0,0,4,0,0,0,1,0,2,0,1,1,0,1,0,1,1,0,0,1
"hsa_piR_017061",403,62,99,516,182,349,531,787,55,55,439,402,478,158,177,310,78,249,77,322,104,388,369,379,73,415,538,440,210,117,483,146,655,166,62,99,43
"hsa_piR_017094",72,21,47,71,31,62,124,131,16,32,34,67,87,41,54,62,38,51,35,93,28,86,52,135,39,28,44,20,39,25,80,41,68,46,118,79,16
"hsa_piR_017096",2,0,0,0,1,2,1,1,0,1,0,0,2,0,1,1,0,0,2,2,0,2,3,3,0,1,2,1,0,0,2,2,2,1,0,0,1
"hsa_piR_017091",3,1,1,0,1,4,2,3,2,3,0,1,4,4,1,4,4,1,3,4,1,2,1,1,1,2,0,1,4,1,0,0,3,1,0,0,0
"hsa_piR_018357",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017033",1260,1554,2021,1906,2199,2086,1145,489,1745,494,1485,1261,2120,1174,1354,2428,1132,1591,2058,1258,1850,1444,2302,2031,1499,2367,2685,1526,2248,1165,2302,2023,2158,1695,881,1590,1033
"hsa_piR_018361",4,0,1,2,0,1,1,2,0,1,0,5,1,0,2,1,0,1,3,4,0,4,1,7,0,1,0,2,2,1,2,4,1,0,0,1,0
"hsa_piR_006393",10,1,6,9,6,12,9,12,2,3,11,11,10,17,6,17,4,6,4,16,5,14,8,10,4,2,5,5,9,3,11,6,9,6,6,32,8
"hsa_piR_005076",1,1,0,1,0,2,1,3,2,2,1,1,4,2,3,0,2,1,0,0,5,2,5,1,4,0,0,1,2,5,1,7,3,2,1,11,0
"hsa_piR_018388",2,0,0,1,0,2,3,0,0,0,1,3,3,1,0,1,0,0,0,9,0,1,4,4,1,3,2,4,2,1,5,0,1,0,2,1,1
"piR-hsa-26758",407,28,126,394,88,167,859,935,45,81,214,745,266,184,180,201,193,189,54,509,89,261,365,408,118,425,430,225,348,230,423,312,285,342,115,139,18
"piR-hsa-26752",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-12104",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_008921",47,38,78,88,46,87,89,106,25,63,48,60,91,75,102,75,105,51,54,71,51,86,78,77,80,35,63,45,41,64,90,98,76,78,139,137,40
"piR-hsa-26746",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007604",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-9491",2752,565,275,1834,2073,296,2083,760,168,152,1460,2694,1038,186,1588,4667,206,4860,710,2084,228,6485,1468,2414,219,843,3595,1836,482,193,5070,922,5167,165,361,230,257
"hsa_piR_008875",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_021857",4,0,2,1,1,0,1,5,1,2,4,4,3,1,2,1,0,2,0,3,1,1,5,0,0,1,1,3,2,1,4,1,1,3,3,3,0
"hsa_piR_006231",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_020545",0,2,2,0,1,1,0,0,0,0,0,1,1,3,2,1,0,0,0,1,4,0,1,0,1,1,0,1,1,2,0,1,0,0,4,2,0
"hsa_piR_019544",652,469,782,904,590,830,1023,1107,440,403,561,693,890,764,725,807,582,610,716,908,624,1070,997,1037,599,552,761,615,646,627,902,731,923,851,1062,1074,398
"hsa_piR_020541",8,14,23,19,8,41,2,3,36,8,9,5,44,13,19,12,11,6,6,0,12,14,3,18,21,3,5,11,7,17,19,25,7,26,19,46,40
"hsa_piR_020547",4,0,2,3,2,1,1,0,0,0,0,3,1,4,0,3,1,1,0,3,0,2,0,3,0,0,6,2,1,0,0,1,3,0,0,1,0
"hsa_piR_006245",38,15,35,58,38,46,67,84,18,24,44,48,67,47,36,46,36,35,36,66,31,92,50,54,28,63,57,33,44,39,59,39,50,48,46,46,22
"hsa_piR_007579",0,0,1,0,0,0,5,9,1,0,0,2,2,2,3,3,0,1,0,2,1,0,0,1,4,1,1,0,2,3,2,1,1,1,7,2,0
"hsa_piR_019557",5,1,2,0,1,2,8,5,0,0,1,1,2,1,1,1,0,2,1,2,0,1,0,2,0,0,0,0,3,1,0,1,0,1,3,1,0
"hsa_piR_021867",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_008830",1,1,1,3,0,2,0,1,1,0,0,1,1,0,2,6,2,1,3,1,1,5,3,3,2,1,0,1,0,1,7,2,0,2,3,2,0
"hsa_piR_007509",1,2,2,6,3,6,8,11,1,2,7,13,5,3,4,3,7,5,0,4,3,9,4,7,3,4,10,6,2,3,6,4,5,8,4,9,2
"hsa_piR_020501",0,1,1,1,2,3,1,3,2,1,0,4,3,4,2,1,3,1,1,0,0,3,2,4,2,0,0,0,0,0,1,1,0,1,6,6,0
"hsa_piR_021830",203,82,115,303,149,225,241,314,94,65,232,199,260,139,148,196,94,158,183,260,101,260,254,397,103,188,233,196,149,98,283,139,209,161,143,185,64
"hsa_piR_020505",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007525",4,3,8,2,5,5,3,3,2,4,4,0,12,6,4,5,3,6,7,8,3,6,5,3,2,4,8,1,2,3,7,6,9,6,8,7,3
"hsa_piR_006202",0,0,1,0,2,0,2,0,2,1,0,1,1,3,1,4,1,0,1,0,2,0,1,0,0,0,2,1,0,2,1,0,0,0,2,2,0
"hsa_piR_018284",3,0,1,0,1,3,2,4,1,2,0,1,6,3,3,1,3,1,0,0,1,0,3,1,1,2,2,0,1,2,4,4,1,1,2,2,1
"hsa_piR_018292",4202,2482,5178,6111,6600,3464,7925,3851,6109,4339,3367,9860,8082,8561,8866,8052,8938,5841,6255,9995,11268,6007,9344,7697,7537,7791,6267,4295,9629,12549,8501,13929,5575,13350,12001,12217,3465
"hsa_piR_021891",5,4,12,11,10,9,13,20,10,11,3,7,11,11,9,10,3,8,6,12,5,8,5,7,7,4,6,5,9,9,16,14,12,11,21,10,4
"hsa_piR_018246",5,9,19,25,13,28,4,24,4,6,51,10,16,17,10,22,15,4,9,9,8,32,29,37,9,2,18,17,14,8,26,12,8,19,15,11,14
"hsa_piR_019574",495,216,401,696,665,336,1164,876,291,289,361,1187,724,650,523,621,518,569,405,1000,561,698,969,757,344,980,873,662,1095,825,1128,1128,609,970,536,675,169
"hsa_piR_020582",6,0,4,5,8,4,15,4,8,4,1,20,2,6,3,6,36,11,6,5,10,11,11,13,11,7,5,13,9,7,12,7,1,19,3,8,2
"piR-hsa-12423",5,0,2,3,4,1,4,7,2,1,2,2,4,0,1,2,2,5,3,2,1,8,4,2,2,0,0,5,2,1,6,2,0,2,0,3,1
"piR-hsa-25781",70,60,151,266,148,71,93,112,24,33,162,111,70,105,144,165,117,111,106,106,75,225,195,167,65,32,144,137,78,40,185,189,68,138,53,151,47
"piR-hsa-25782",70,59,151,265,146,70,93,106,24,33,162,111,70,104,142,165,115,109,106,105,73,220,195,167,64,32,144,137,77,40,179,189,67,137,52,150,47
"piR-hsa-25779",79,63,158,277,150,80,102,121,31,33,171,128,77,113,155,184,143,126,121,134,85,251,215,189,91,35,149,145,88,62,214,200,80,153,69,191,56
"piR-hsa-12488",1,0,0,5,4,1,0,4,0,1,1,3,3,0,2,2,2,6,1,2,0,3,0,1,0,0,2,1,1,0,5,1,2,0,1,2,0
"piR-hsa-11153",0,1,0,0,1,3,4,0,0,0,1,4,1,1,2,0,0,1,1,0,0,1,3,0,2,0,1,0,2,0,1,0,0,0,5,1,0
"piR-hsa-12485",5,7,13,14,6,7,9,1,1,2,33,15,7,106,6,9,21,9,3,4,16,22,11,26,23,294,35,29,20,24,21,29,10,16,17,22,3
"piR-hsa-11168",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007422",8,4,3,6,4,6,12,16,5,3,4,7,6,4,7,5,4,6,3,10,0,4,6,9,3,6,6,3,1,5,8,2,5,7,12,20,1
"hsa_piR_020401",572,337,665,789,461,657,963,1105,353,383,476,624,852,676,648,755,495,550,500,885,491,966,770,814,619,459,645,489,535,581,774,692,689,726,1127,1121,304
"hsa_piR_008764",2,1,1,3,2,2,4,1,0,1,0,0,2,0,4,1,3,0,2,0,3,1,4,0,2,1,4,4,1,1,0,2,1,3,4,0,0
"hsa_piR_008760",0,1,1,0,0,1,4,4,0,0,3,10,2,0,1,0,1,2,0,2,1,0,0,3,0,3,3,1,0,0,4,1,1,2,1,1,0
"hsa_piR_021722",0,0,1,2,2,3,0,2,2,0,0,0,1,1,0,3,1,0,0,0,1,2,1,1,0,0,0,0,0,2,0,2,1,0,0,1,3
"hsa_piR_006113",17,7,6,24,9,21,16,19,13,4,15,14,10,8,18,18,6,9,13,19,10,21,16,15,10,22,27,15,6,4,14,12,22,9,8,16,4
"hsa_piR_020420",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_019420",432,110,135,665,209,455,337,257,103,153,391,818,678,161,174,355,168,283,64,206,71,292,306,430,111,559,541,367,388,198,665,414,474,288,89,104,128
"hsa_piR_020417",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_021745",16,7,5,23,8,18,16,17,13,3,13,14,10,7,18,18,5,9,13,17,9,20,16,14,8,22,27,15,5,4,14,12,21,9,7,10,3
"hsa_piR_021719",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007407",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007404",44,0,3,22,1,3,63,69,0,3,4,20,27,5,7,17,3,8,6,53,0,11,11,79,1,6,17,7,12,2,19,5,16,5,0,5,0
"hsa_piR_008745",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007411",410,383,377,671,442,524,608,583,388,163,482,454,541,416,379,460,306,387,444,516,335,605,689,561,300,411,561,477,423,294,545,356,598,480,353,483,248
"hsa_piR_021706",5,2,0,2,13,1,0,0,0,0,10,2,0,0,0,1,0,4,5,2,2,3,11,12,1,33,18,6,2,2,10,7,10,3,0,1,0
"hsa_piR_008746",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_020485",40,9,32,41,52,43,28,16,45,16,21,40,83,30,18,20,36,33,12,26,31,29,27,57,35,34,26,70,52,53,164,53,31,74,21,35,26
"hsa_piR_019485",8,2,5,6,5,11,10,14,1,8,4,4,7,1,6,6,5,5,3,5,4,7,5,4,5,3,7,2,6,6,7,2,5,4,11,20,0
"hsa_piR_020479",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018165",257,11,36,300,60,190,1204,1914,15,56,86,270,104,145,50,90,28,54,9,99,12,50,74,108,25,40,54,78,45,28,107,41,78,39,13,23,19
"hsa_piR_018167",0,1,9,1,3,0,4,3,7,4,3,3,2,6,4,7,4,5,5,3,5,2,3,3,3,1,1,2,3,5,3,10,0,6,7,4,2
"hsa_piR_020499",0,1,5,3,11,1,1,0,1,2,1,2,2,1,1,3,5,3,7,0,22,3,4,3,4,2,2,1,4,0,4,10,1,8,6,3,1
"hsa_piR_020498",1,0,3,2,0,1,1,2,3,1,1,4,0,5,3,3,2,1,2,1,4,1,0,1,3,0,0,0,3,1,2,12,1,1,3,10,2
"hsa_piR_020495",1,2,22,2,1,2,24,3,1,2,3,9,15,3,6,5,11,2,1,2,3,9,7,9,2,6,2,3,4,4,6,13,4,16,16,22,3
"hsa_piR_018185",5,0,5,5,3,6,3,3,0,0,8,9,3,8,3,10,1,1,0,10,2,10,4,0,1,1,0,3,2,1,8,4,6,4,2,5,1
"hsa_piR_007475",15,5,17,28,10,18,21,33,9,12,9,28,29,18,9,22,15,12,15,38,9,15,19,13,7,15,15,7,15,17,14,15,13,18,19,20,12
"hsa_piR_007473",6,2,2,7,3,4,15,10,3,1,6,5,11,5,4,3,1,4,1,7,2,6,7,7,3,8,4,4,3,6,6,1,6,8,1,5,0
"hsa_piR_018128",2,1,1,3,1,2,4,1,0,1,0,0,2,0,4,0,3,0,1,0,3,1,4,0,2,1,4,4,1,1,0,2,1,3,3,0,0
"hsa_piR_020439",703,1169,3552,1315,4997,1334,844,352,4421,3310,711,1149,1750,1382,6496,2412,6665,1545,7004,1141,11886,983,2520,3259,9170,1110,1538,1129,4210,11554,2612,10159,2061,9489,12454,11314,6468
"hsa_piR_007489",1,0,0,4,0,2,1,1,0,1,3,0,1,2,1,0,0,0,0,1,0,3,2,1,0,1,1,1,0,0,0,0,0,0,0,2,1
"hsa_piR_006154",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_020466",61,13,30,146,20,94,238,531,9,158,108,162,98,113,57,59,35,50,8,49,7,83,66,62,24,20,53,87,47,57,91,60,83,64,16,21,5
"hsa_piR_018133",0,1,0,0,1,3,4,0,0,0,1,4,1,1,2,0,0,1,1,0,0,1,3,0,2,0,1,0,2,0,1,0,0,0,5,1,0
"hsa_piR_020457",5,2,2,16,12,10,4,0,0,1,8,11,4,9,7,12,8,16,1,5,4,13,6,25,4,1,8,4,9,5,31,29,15,15,2,6,2
"hsa_piR_018145",116,61,103,175,96,107,134,178,64,43,109,113,155,116,117,133,75,112,87,151,68,169,134,170,84,119,133,86,83,80,168,129,150,111,115,133,57
"hsa_piR_019472",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-14934",0,0,0,2,2,3,0,2,2,0,0,1,1,2,0,3,1,0,0,0,1,2,1,0,0,0,0,0,0,2,0,1,1,1,0,1,3
"piR-hsa-26925",5,5,3,6,17,3,3,4,10,10,2,21,4,2,28,24,21,26,8,10,8,23,6,15,19,0,5,1,5,7,20,14,16,5,181,34,2
"hsa_piR_018071",0,1,0,0,1,3,4,0,0,0,1,4,1,1,2,0,0,1,1,0,0,1,3,0,2,0,1,0,2,0,1,0,0,0,5,1,0
"piR-hsa-26947",1,0,2,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,3,0,2,0,1,2,0,0,1,1,3,0,1,1
"piR-hsa-25616",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-26940",51,9,10,104,37,6,55,18,19,10,28,98,36,7,41,70,9,65,16,60,2,93,27,60,13,6,79,7,11,11,49,14,33,12,22,12,15
"hsa_piR_018084",17,7,18,31,28,21,23,43,10,14,25,24,26,24,9,21,11,21,21,37,14,21,25,28,10,46,33,13,22,21,26,23,23,21,24,22,8
"hsa_piR_018085",3,0,1,5,1,4,4,4,1,0,1,2,6,3,6,3,4,3,2,2,4,2,2,8,2,1,3,1,4,2,4,5,3,2,6,6,1
"piR-hsa-23025",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-12368",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-11079",1,2,1,4,4,2,3,6,1,2,2,3,4,5,3,1,5,2,1,4,3,9,3,2,3,3,2,2,6,2,1,0,0,5,5,10,2
"piR-hsa-23087",2,1,5,2,6,3,4,18,4,1,0,9,4,5,6,2,3,3,9,6,6,8,5,11,5,2,2,2,1,3,6,6,2,3,10,7,4
"hsa_piR_021615",3,0,2,4,2,1,0,31,0,1,6,3,5,8,4,6,1,2,3,2,0,8,7,4,1,0,4,4,1,1,6,3,7,2,2,5,0
"hsa_piR_008641",1,0,2,2,0,2,0,0,0,1,0,2,0,4,0,9,0,0,0,1,0,1,2,4,0,1,2,2,0,0,5,2,2,0,0,1,0
"hsa_piR_021603",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_009981",89,48,132,131,101,136,185,208,80,60,84,117,150,172,129,150,102,92,108,150,146,147,120,176,115,106,105,71,116,141,152,177,113,146,203,174,59
"hsa_piR_019308",2,0,0,2,0,1,1,2,0,1,1,4,0,3,2,1,1,3,0,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"hsa_piR_020305",212,15,521,260,141,216,125,88,65,179,126,160,300,126,231,190,286,114,92,92,159,138,134,164,182,279,216,229,323,393,351,550,270,495,104,69,28
"hsa_piR_009994",0,1,1,0,0,1,4,4,0,0,3,10,2,0,1,0,1,2,0,2,1,0,0,3,1,3,3,1,0,0,4,1,1,2,1,0,0
"hsa_piR_022956",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_021622",1,0,0,1,0,2,6,16,0,1,1,0,9,4,2,3,1,1,0,3,0,0,1,0,2,2,1,2,2,0,4,2,0,1,0,1,0
"hsa_piR_021621",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-9179",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_010925",6,0,1,10,4,2,7,7,2,1,5,5,6,1,0,5,1,2,2,7,2,4,11,7,2,7,4,5,5,1,4,3,7,1,1,1,1
"hsa_piR_010942",1,1,1,0,2,2,1,1,0,0,1,1,0,2,0,2,0,1,0,0,0,0,2,1,0,1,1,0,1,0,0,2,0,0,1,3,1
"hsa_piR_022917",3,1,0,0,0,0,0,3,2,1,0,0,0,1,0,0,1,3,0,0,1,1,4,1,0,1,2,0,0,0,1,1,1,0,3,2,2
"hsa_piR_019368",119,3,34,127,10,88,188,170,4,25,57,125,65,37,19,34,31,27,6,36,7,36,29,55,23,18,28,44,39,37,61,49,40,52,15,21,8
"hsa_piR_020365",74,47,80,120,72,224,40,39,31,13,64,49,106,31,56,90,40,66,59,49,34,143,74,85,54,43,93,109,48,29,101,50,208,63,59,79,30
"hsa_piR_020364",7,7,61,10,10,3,21,20,37,26,5,41,7,16,52,7,19,12,31,11,14,15,22,28,19,45,3,15,18,34,67,137,4,41,7,15,0
"hsa_piR_007397",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018048",1,2,0,1,1,1,6,7,0,2,2,2,6,6,2,0,2,0,0,0,0,2,2,0,1,1,1,0,2,0,5,3,1,2,4,1,2
"hsa_piR_020357",3,0,3,1,1,2,0,0,0,3,1,4,1,0,2,0,3,0,2,3,3,1,3,4,3,2,0,1,2,2,2,3,1,4,1,3,0
"hsa_piR_020388",24,20,54,40,37,14,38,17,56,9,11,27,21,19,29,22,26,33,35,38,31,34,32,61,41,12,8,28,26,31,35,27,13,40,43,32,25
"hsa_piR_020374",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007343",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_021650",1,1,1,0,0,4,3,3,1,0,0,1,3,0,3,2,1,1,5,2,3,5,2,2,3,0,0,2,0,5,2,1,4,1,8,10,1
"hsa_piR_022983",9,4,6,11,6,11,18,24,3,5,8,13,7,11,8,8,9,8,6,20,7,56,9,17,8,6,11,4,6,6,11,7,8,7,10,7,8
"hsa_piR_020326",2,3,9,4,6,1,20,11,5,3,4,22,8,4,5,8,7,10,3,7,6,8,5,14,7,10,5,7,12,11,17,18,1,12,6,16,0
"hsa_piR_018006",10,1,6,9,6,12,9,12,2,3,11,11,10,17,6,17,4,6,4,16,5,14,8,10,4,2,5,5,9,3,11,6,9,6,6,32,8
"hsa_piR_006029",0,0,0,2,0,0,2,11,1,1,0,0,1,0,3,0,4,1,0,1,1,2,1,0,3,2,0,0,1,1,0,2,0,0,2,2,0
"hsa_piR_006036",0,1,0,0,0,7,0,2,0,1,0,1,2,0,1,1,0,1,2,0,0,0,0,1,0,0,2,1,0,0,1,1,1,0,1,1,1
"hsa_piR_007363",0,0,1,2,2,3,0,2,2,0,1,1,1,2,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,1,1,2,0,1,2
