,logFC,pvalue,padj
R3HDM2,-0.006490879,0.510794915,0.572743817
LINC01004,0.024556007,0.149466807,0.198984948
SELENOS,0.042898371,3.88E-05,0.00010875
ERCC8,0.040588281,0.000339088,0.000794118
MYLK-AS1,0.018852882,0.42879413,0.494914739
AL359715.2,0.057063456,0.001321647,0.002787108
FLNC,-0.084321314,3.96E-08,1.96E-07
HNRNPR,-0.03059546,0.000911114,0.001970402
BCAT1,-0.119230417,4.18E-11,3.35E-10
AGO2,-0.045476005,0.000356774,0.000829707
AAAS,0.00399813,0.71791607,0.766185774
SLC6A8,0.048392497,0.000338028,0.000792163
CUTA,0.097787319,0.000159291,0.000396839
CERS2,-0.099925939,9.44E-08,4.29E-07
GLUL,0.132000865,7.12E-24,3.87E-22
TRIM28,-0.014388594,0.278250002,0.341243563
MINDY1,-0.031847097,0.012277486,0.021073612
NAGLU,0.054136528,0.001148915,0.002450757
SNRPD1,0.01821364,0.36665927,0.433813618
PYCR2,0.041171293,5.00E-05,0.000136714
SYN1,0.093932054,3.29E-06,1.12E-05
LRRC58,0.022372678,0.013825426,0.023448824
SLC39A7,-0.077454215,2.10E-07,8.95E-07
LRRC61,0.032835767,0.113791682,0.156608426
TRIM58,-0.0570089,0.04191525,0.063277854
9-Mar,0.127785791,1.21E-14,1.78E-13
MTHFD1L,-0.072948459,3.34E-11,2.72E-10
DDR1,-0.132048554,1.23E-09,7.70E-09
ERV3-1,0.099258802,0.022080776,0.035476825
TMEM250,0.024474136,0.041207299,0.062359714
AC008554.1,-0.02674196,0.106729555,0.147620408
LINC00997,0.069606696,4.62E-05,0.000127296
AL591895.1,0.10462541,3.03E-05,8.66E-05
ZNF667,-0.044883925,0.006292376,0.011579639
NPR1,-0.12538867,8.34E-17,1.78E-15
AR,0.034592225,0.096795979,0.135076722
ACSF2,0.027373409,0.114444008,0.157419543
ZNF551,-0.013155535,0.179001573,0.233196422
CBX3,-0.024094387,0.001543127,0.003204167
ETV1,-0.044105054,0.004348728,0.008264402
LMLN,-0.020586552,0.192418593,0.248410267
NBEA,0.008263408,0.585458063,0.643643428
DYRK1A,0.031664713,0.011123419,0.019311491
LCOR,0.0422497,2.18E-05,6.38E-05
UBE2G1,-0.036084567,0.000393203,0.000908929
UBXN1,0.090965515,2.12E-06,7.47E-06
AK9,0.044819413,0.004002987,0.007662686
WTAP,0.033497902,3.08E-05,8.78E-05
KCNH2,0.004489427,0.701568356,0.750893834
FYCO1,0.041683943,0.01028317,0.017996447
KDM1B,-0.091218456,5.24E-09,2.97E-08
PCNX1,0.009660603,0.451764388,0.516302158
JHY,-0.064069659,0.000293906,0.000697451
METTL16,0.007093444,0.639331819,0.692367142
C1GALT1,0.001986846,0.895061835,0.916695857
MIR193BHG,0.085167937,0.00466783,0.008807225
ITPR1,-0.031661697,0.022202355,0.035649254
ZNF792,-0.047379076,0.009725385,0.017122156
DLGAP1-AS2,0.092792681,1.14E-07,5.12E-07
ZNF527,0.002285114,0.803129208,0.839741957
KCTD11,-0.016675413,0.150617328,0.200289
UQCR10,0.196461084,1.11E-11,9.76E-11
TTC21B,0.02852589,0.03102517,0.048277117
FCHO2,0.022763666,0.168307866,0.220934453
PRKACB,0.03700979,0.017057606,0.028175761
AASS,0.04453964,0.003280573,0.006404868
SLA,0.020101741,0.383768154,0.450220734
SPPL3,-0.003305426,0.695745657,0.745867986
CFAP44,0.012923841,0.427785238,0.493978335
PIK3R1,0.031230027,0.094118472,0.131756732
C12orf66,-0.028249843,0.102774976,0.142743022
SNRPF,0.07630965,6.42E-05,0.000172663
DCAF13,0.002236922,0.847947951,0.878156536
RELT,-0.084002892,7.24E-09,4.00E-08
PPID,0.006875317,0.526923455,0.588872882
NXPH3,-0.030386273,0.118537225,0.162157626
REST,0.039388487,0.019821858,0.032283156
MLF1,0.071523647,1.33E-06,4.84E-06
FGFR1OP,-0.022452871,0.019344739,0.031578092
PHACTR3,0.012397506,0.529242943,0.590606686
AC139795.2,-0.028119313,0.34001587,0.405843722
COG7,0.005701518,0.670582169,0.721987693
CPPED1,0.041270148,4.11E-05,0.00011493
RNF215,0.022801024,0.180959172,0.235135474
ZNF571-AS1,-0.004395261,0.753750746,0.796776687
RNF166,0.003585362,0.77873841,0.818862681
TUBA4A,0.077636497,0.000173824,0.00042962
PTBP2,-0.005992907,0.619903441,0.675717725
GOSR1,-0.035298463,1.75E-07,7.57E-07
LINC01341,-0.050582562,0.072649013,0.103992288
DUSP27,-0.023431071,0.036834134,0.056304088
GCNT2,-0.001127513,0.883588189,0.907361048
TMEM189,0.02577249,0.085339238,0.120467585
NEXN,0.105771845,0.002373741,0.004768463
HSPB11,0.071286182,8.42E-10,5.45E-09
CXCL16,0.075287314,0.000123503,0.000314577
AL365205.1,-0.120826121,2.50E-11,2.07E-10
AC046134.2,0.017750985,0.130720782,0.176922795
TMEM14C,0.111292741,1.75E-16,3.60E-15
TOMM22,0.029482117,0.040514547,0.061404285
MLLT6,-0.16541887,1.46E-07,6.42E-07
TMEM134,0.13950018,8.33E-11,6.34E-10
GALNT7,-0.048885268,0.00370479,0.007146585
UXT,0.143631437,1.28E-08,6.87E-08
LAPTM4B,0.007450602,0.516141888,0.577986437
MAPK14,-0.021879731,0.04401789,0.066033438
FOXO4,0.020589057,0.148713374,0.198115384
GPX7,0.023057157,0.086493658,0.122028298
FAM126A,0.039303071,0.006103993,0.011266136
ZNF747,0.071817114,8.89E-05,0.000233287
CLIC4,0.044781858,0.014930479,0.025093241
ATP5MC2,0.102121533,1.06E-05,3.31E-05
FBXW9,0.027478726,0.051579853,0.076188853
DOK5,-0.013851035,0.481306735,0.543882353
ZBED5,0.06218403,1.14E-08,6.19E-08
MSS51,0.153099672,6.73E-19,1.93E-17
PSME1,0.111755841,3.80E-10,2.63E-09
HPRT1,0.057432095,1.59E-07,6.97E-07
C1orf216,-0.049167422,6.08E-07,2.36E-06
RGS10,0.112405741,2.13E-07,9.06E-07
CEL,-0.03721144,0.054322044,0.079861871
P4HA1,0.067304537,0.000206854,0.000504276
STXBP5,0.006008223,0.696774099,0.746810395
TGS1,-0.017384339,0.071415787,0.102373548
ST8SIA2,-0.095021834,1.08E-05,3.39E-05
CPE,0.171777696,2.66E-15,4.47E-14
RNPEPL1,0.094062866,1.66E-09,1.02E-08
ITPR3,-0.134891701,1.08E-05,3.38E-05
FMNL1,0.064263103,0.005374145,0.010015179
UBE3B,-0.047090598,4.08E-06,1.37E-05
ARAP1,-0.030383148,0.028363968,0.044443697
ZBTB42,-0.001111152,0.900845444,0.921109861
EEA1,0.087007248,5.09E-08,2.46E-07
HNRNPU,-0.039532491,5.54E-06,1.82E-05
TMEM208,0.095564436,1.04E-06,3.85E-06
ZNF181,0.042189476,0.016299759,0.027139126
ATP5F1A,0.032330795,6.60E-06,2.14E-05
ZCCHC3,-0.024177506,0.000404971,0.000933543
SNX9,0.013313712,0.170267675,0.223214047
TARBP2,-0.005612043,0.628238253,0.683204358
GOLT1B,0.027758422,0.02648797,0.041792316
RDX,-0.019888027,0.274481089,0.3376201
CHADL,0.212700813,5.49E-19,1.59E-17
EDIL3,-0.132531407,3.31E-12,3.21E-11
SLC7A5,-0.210814883,1.44E-25,8.79E-24
RMDN2,-0.00018691,0.991726309,0.993208622
SLC35B3,0.041204044,5.64E-05,0.000152614
PAAF1,0.034396882,0.015400632,0.025805348
CAPRIN2,-0.011640728,0.28697328,0.350394725
ETS1,-0.090055464,2.14E-07,9.10E-07
CCDC186,0.062989854,1.88E-06,6.66E-06
FANCC,-0.010790987,0.108382886,0.149824282
MMD,-0.025627506,0.011565299,0.01996082
PFDN1,0.032367826,0.019871715,0.032353819
DMPK,0.041666893,0.002424494,0.004858706
DNAJC22,0.037243216,0.096155872,0.134258408
SENP7,0.010279104,0.444232619,0.509324259
ZC4H2,-0.037059437,0.000137521,0.00034675
IMPDH2,0.016582276,0.266044201,0.328693107
LINC00847,0.126278136,1.63E-18,4.21E-17
SELENOP,0.11190916,2.13E-09,1.28E-08
LTBP2,-0.05885596,0.039746705,0.060313665
PGRMC1,-0.040561278,0.001080261,0.002316168
MCM4,-0.057938558,1.05E-07,4.76E-07
AASDH,0.037039894,0.001369002,0.002877264
SNAI2,-0.090728549,2.47E-17,5.66E-16
FAM193B,-0.020423576,0.17604631,0.230125895
ZNF449,0.000501451,0.969339336,0.977353635
ZNF671,0.023404565,0.000369342,0.000856544
INTS8,0.020387137,0.250015627,0.311662462
FANCG,-0.00958788,0.347347917,0.413706428
INPP5E,-0.053659163,3.19E-05,9.08E-05
RECK,-0.123165207,7.22E-30,7.68E-28
RND3,0.044600571,0.000340508,0.000796697
RPS27L,0.105822336,5.30E-09,2.99E-08
DCAF17,-0.045351399,0.006495967,0.011897375
PATZ1,-0.031173044,4.55E-07,1.82E-06
RARA,0.009368541,0.49130005,0.553462109
HMGB2,0.016242404,0.068240443,0.09815944
C8orf76,0.06440275,0.001152537,0.002457434
NAXE,0.068591315,0.000409397,0.000942877
ZNF549,-0.058530321,1.18E-06,4.33E-06
FKBP7,0.039260247,0.006564936,0.012010493
TRMT10A,0.024291847,0.135006426,0.181949361
TPD52L1,0.026515532,0.203814828,0.261100215
IRS2,0.059256403,0.01119773,0.019400087
ARCN1,-0.056445107,7.96E-08,3.67E-07
GPR34,-0.007211462,0.754107981,0.796985818
ZFHX4,0.066442081,0.001779829,0.003641222
SIK2,-0.032687678,0.032504432,0.050378847
MIR4697HG,-0.065851132,5.19E-05,0.00014133
ZNF180,-0.008934988,0.528886543,0.590406947
KLF15,0.140628581,6.20E-21,2.38E-19
SIRT1,0.003792466,0.837439535,0.869774944
NATD1,-0.019980806,0.093567867,0.13112089
RBL2,-0.077015425,0.002514661,0.005005296
FKBP15,-0.019502578,0.03766893,0.057422149
TPRN,0.052884549,0.00367212,0.007091774
KLHL24,0.082790787,2.65E-07,1.10E-06
CLTA,0.009094504,0.533800144,0.594564651
PRTFDC1,0.001623276,0.893225915,0.9154167
TSPAN14,-0.016595166,0.077525197,0.110371864
TSPAN15,0.126518825,6.26E-13,6.79E-12
MRPL57,0.117831336,2.01E-08,1.05E-07
PROS1,0.051580828,0.002821872,0.005565823
SFMBT2,-0.000287906,0.987385411,0.990157853
MYOM1,0.001730686,0.86120404,0.889306113
SESTD1,-0.004506306,0.7267399,0.772379591
KIF20B,0.047906158,0.021017619,0.033961034
ZNF75D,-0.002384673,0.840850493,0.872432551
GPC2,-0.113398446,1.35E-18,3.51E-17
MAK16,0.011866928,0.163488918,0.215343675
MLF2,0.045302502,0.000535679,0.001207027
PKHD1L1,-0.070913797,0.013460625,0.022900008
MPP7,-0.005307268,0.692946123,0.743185461
ACO2,-0.019748659,0.256343756,0.318518584
USP49,-0.03849252,0.01765575,0.02905818
STRBP,-0.023990673,0.02705118,0.042573466
AC010168.2,0.031238104,0.050143495,0.074220686
ADAMTSL4,-0.139690238,1.04E-13,1.30E-12
LRRC47,-0.002899134,0.684809136,0.735405
TRIM35,-0.043144354,0.000428898,0.000982358
ASCC2,-0.041934709,0.001398645,0.002935863
TPRKB,0.07548188,3.59E-07,1.46E-06
VPS8,-0.033522789,0.003088034,0.006052595
C10orf25,0.017393837,0.220514626,0.279769888
RALGAPB,-0.031577164,0.011393954,0.019726374
DCUN1D2,0.103885984,2.18E-30,2.47E-28
AC126118.1,0.070386718,0.005943008,0.010993355
AL356599.1,0.071037824,7.84E-06,2.52E-05
CXXC1,0.008173263,0.479140607,0.542136917
RBPJ,0.094401571,1.78E-11,1.51E-10
ZNF48,-0.051738419,8.21E-05,0.000216682
CSRNP3,0.048023112,0.01690374,0.02797706
KLF3,-0.016146166,0.290126386,0.354071742
LYSMD1,0.052736265,2.47E-08,1.26E-07
PELI2,-0.061081365,0.000448621,0.00102425
SPAG4,0.005920372,0.780872838,0.820761864
AC020915.3,-0.042729869,0.008975988,0.015926168
MIR100HG,-0.014185182,0.228503339,0.28786009
BGN,-0.017676975,0.411658202,0.477340216
LDB3,0.013662051,0.36218593,0.429231962
TAB3,-0.012888854,0.334114518,0.400137148
TINAGL1,0.12677257,3.41E-14,4.66E-13
CCT3,0.011467768,0.180956712,0.235135474
MIR99AHG,0.064797739,4.47E-06,1.49E-05
11-Sep,-0.069257925,4.17E-09,2.41E-08
ZNF491,0.037107652,0.012584396,0.021563393
UBAP1,-0.026157042,0.00431637,0.008206027
PNO1,-0.03209462,0.003547426,0.006874856
CYB5D2,0.012492604,0.391422079,0.457375647
INTS4,0.006585593,0.388778034,0.455030471
AC009113.1,-0.014195235,0.319680438,0.385157155
SPIRE2,-0.052363544,0.013023736,0.022255187
FAM136A,0.02282603,0.021887163,0.035199683
BIN3,-0.066188556,0.000107331,0.000277041
AP1S2,0.105028065,7.58E-19,2.12E-17
SLC16A12,-0.136230705,1.53E-21,6.11E-20
RNF141,0.011137399,0.267809684,0.330629239
SLC25A23,-0.024315112,0.035185021,0.053964756
SLC38A1,0.045167397,0.000105643,0.000273262
MFNG,-0.025989409,0.220895562,0.280111034
PWWP2A,-0.026889825,0.002085871,0.00422926
TIMM50,0.052726856,0.000819846,0.001789275
PHAX,0.005371195,0.557114157,0.616140408
NUP155,-0.022211913,0.082368313,0.116735138
SCAF1,0.003426427,0.811226361,0.846739009
SSR4,0.123658012,2.47E-07,1.03E-06
2-Mar,0.027004158,0.010447534,0.018254218
NT5C3B,0.013854891,0.321744973,0.386991789
SNHG29,-0.0220537,0.00904003,0.016022741
THOC5,-0.022133954,0.04940801,0.073240453
ENOPH1,-0.000484755,0.967444008,0.975639379
YEATS4,-0.002979561,0.857546855,0.886168469
PARP16,-0.013495307,0.091222753,0.128265963
MPC1,0.171553707,3.06E-34,4.86E-32
WFS1,0.013447166,0.262084526,0.324388904
MYO6,0.052070932,0.042332664,0.063830917
POLR1A,-0.128799767,9.41E-19,2.54E-17
MTO1,0.029711831,0.000728668,0.001602878
SNAP47,0.020441474,0.052402071,0.077243618
LRFN3,-0.04993438,0.003913788,0.007503427
ARHGEF4,-0.077311762,7.77E-05,0.000205846
ZFP36,0.054137044,0.000638824,0.001417089
ZNF74,-0.052436204,3.64E-11,2.94E-10
SMIM27,0.094804211,6.19E-07,2.40E-06
ZNF429,-0.006449352,0.62687142,0.682123417
ZNF141,0.004530404,0.757607366,0.800514969
AIMP1,0.063181895,0.00054169,0.001217281
FAM219A,-0.034087745,0.00013377,0.000337802
ZMYM1,-0.052800517,0.003894948,0.00747074
C12orf45,-0.03235524,0.018005098,0.029577609
LETM1,-0.075836616,1.87E-10,1.36E-09
ULBP3,-0.119884918,1.57E-09,9.71E-09
NFKBIZ,-0.186696115,8.13E-31,9.45E-29
CEP295,0.001568359,0.931481455,0.946291564
NTNG1,-0.213242274,1.29E-14,1.89E-13
RELN,-0.276566687,2.44E-18,6.13E-17
DEDD2,0.05323069,4.47E-06,1.49E-05
VMAC,-0.064407398,0.000295396,0.000700433
DPH1,-0.080170628,4.88E-06,1.62E-05
GLRX5,0.06821395,2.11E-06,7.43E-06
PIGH,0.041089345,0.003403918,0.006627566
RAB28,0.042833768,2.25E-06,7.85E-06
UQCC3,0.126654924,7.98E-06,2.56E-05
NUP62,-0.057462812,4.79E-06,1.59E-05
ATP13A1,-0.041831253,0.000616451,0.0013705
PDSS1,-0.01997638,0.140707332,0.188818212
IQCE,-0.066942839,1.07E-08,5.77E-08
XYLT1,-0.127222774,1.57E-09,9.70E-09
ABCB4,0.027756031,0.068974998,0.099102008
SLC25A25-AS1,-0.083986383,0.000111625,0.00028725
SRL,0.089598461,3.04E-10,2.15E-09
CA5B,-0.059025051,2.13E-05,6.25E-05
TMEM67,0.051748867,5.42E-06,1.79E-05
NF1,0.019700668,0.045892926,0.068496904
CAMK2N1,0.057869397,0.005387179,0.010035729
MPP3,0.011891959,0.564100679,0.622627681
RAB5A,-0.000209323,0.98491695,0.988439854
THNSL2,-0.019195306,0.723556939,0.771053857
TBX20,-0.095525236,0.076063034,0.108444588
ABI2,0.007762588,0.268877663,0.331702027
CNNM3,-0.051961892,2.43E-07,1.02E-06
AURKC,0.020590828,0.471731296,0.535085408
TFAM,-0.014191892,0.157889184,0.208627357
ZNF606,0.017949737,0.154740082,0.204845224
SUGCT,0.102608533,4.66E-10,3.17E-09
SMUG1,-0.003524481,0.703831855,0.752761342
TARS,0.001705535,0.894445703,0.916252513
EMC8,0.03426224,0.002084898,0.004229002
SNRPB,0.073529012,0.0001813,0.000446991
SDHA,0.09689689,5.18E-09,2.94E-08
TRPV3,-0.083467133,0.014535388,0.024495093
AC109347.1,0.043839447,0.010919701,0.019010621
TM4SF18,0.175403105,1.28E-22,5.93E-21
RPN1,0.045672356,4.14E-07,1.66E-06
ARL8B,0.04259661,0.000344956,0.000804845
GPCPD1,-0.046807688,0.000216045,0.000523872
ADAM12,-0.033263465,0.067403983,0.097095914
CTF1,0.09161404,2.72E-06,9.41E-06
RFC3,-0.060681881,1.45E-06,5.27E-06
GPR39,0.087401061,4.55E-05,0.000125608
RAC1,0.060378566,2.16E-05,6.32E-05
CKAP2,-0.016958018,0.353277721,0.419769155
FHL2,0.265424054,6.22E-49,6.22E-46
RRAS2,0.012775578,0.384370346,0.450821424
WSB2,0.038641761,7.42E-06,2.39E-05
SYNE3,0.059035482,0.008724337,0.015534788
TMED1,0.060403061,1.54E-05,4.64E-05
TPCN2,-0.085156074,1.31E-06,4.79E-06
ZC3H8,0.005394231,0.586380257,0.64451556
LCAT,-0.009803431,0.615209119,0.671772351
ALDH7A1,0.012365285,0.154142476,0.20416222
ATG4A,0.026872694,0.002595602,0.005154095
CCDC71L,-0.026224382,0.009670745,0.017031957
SETD1B,-0.103307395,1.28E-12,1.32E-11
COPB1,0.029460763,0.048994237,0.072691746
ADGRA3,0.004841427,0.593885713,0.651476209
CHRM2,0.131659633,3.98E-14,5.39E-13
PIAS2,0.014610923,0.137278968,0.184564355
TMEM216,0.016688288,0.280204956,0.34313612
ZDBF2,-0.016148182,0.394083886,0.460091411
P2RY1,-0.210993592,1.92E-29,1.88E-27
SGSH,-0.054927074,5.07E-05,0.000138392
MRPS18B,-0.019413525,0.113973896,0.156816037
NPTN,0.00727843,0.429010512,0.49505021
TLE2,-0.006967766,0.589585497,0.647327072
SLC19A2,0.105551255,0.000216974,0.00052587
ANKRD36,0.2001012,3.66E-05,0.000103093
BEX2,0.089536976,0.000199234,0.000488079
MPV17L2,0.012530657,0.485303277,0.547870035
CLK1,0.047109976,0.000837832,0.001825343
ZYX,-0.025174949,0.160981337,0.212376435
EID2B,0.045406502,0.000983957,0.002121511
SATB1,-0.01617319,0.214324752,0.272955619
POPDC3,0.076836706,1.33E-13,1.63E-12
AC004151.1,-0.093366837,7.39E-06,2.38E-05
SLC25A4,0.101379137,3.15E-14,4.33E-13
AC018809.2,0.007681449,0.597501209,0.655011191
SEMA4F,-0.084541601,1.14E-05,3.55E-05
TMEM99,0.10962833,5.75E-10,3.82E-09
RYR2,0.088690481,7.69E-10,5.00E-09
ARL3,0.084726586,1.80E-07,7.75E-07
PIGZ,0.094397936,4.55E-05,0.000125608
TGDS,0.025866203,0.077117638,0.109861614
TNKS2,-0.053461401,0.002465137,0.004916509
RAB8B,0.010204766,0.514247306,0.575993846
NAA38,0.242049908,1.72E-12,1.73E-11
TRIM14,-0.096296483,0.000101272,0.000262499
KXD1,0.009019639,0.454645419,0.519132567
MAN2B1,-0.019685733,0.098260565,0.137044024
PRICKLE2,-0.053888225,0.001160166,0.002470541
AL731571.1,-0.082747881,0.000292433,0.000694285
IRF2BP1,0.066175934,1.53E-07,6.73E-07
IFT81,-0.016324353,0.11547549,0.158663767
LOXL1-AS1,-0.024665255,0.139458271,0.18729287
RCCD1,-0.023660108,0.046494244,0.069332306
BTBD2,0.027733462,0.08011448,0.113844513
SCPEP1,-0.004486641,0.746703273,0.79083168
TMEM185A,-0.045046117,1.24E-05,3.81E-05
NCLN,0.00103896,0.939682058,0.952711587
CCNJ,-0.120332813,1.64E-12,1.66E-11
PRSS27,0.017788226,0.461456754,0.525577168
IQGAP1,-0.016023772,0.246903022,0.30847454
ZNF90,-0.130898412,2.99E-15,4.94E-14
PIGM,-0.04874516,1.50E-06,5.45E-06
WBP1,-0.048998022,0.001569099,0.003251346
OXSM,0.09160064,1.75E-11,1.49E-10
MRPL15,0.093315738,1.29E-09,8.07E-09
SGMS1,0.022555733,0.188286332,0.243641734
TMEM126A,0.146316359,4.25E-17,9.53E-16
ETV4,-0.09271935,1.93E-05,5.71E-05
FBXO48,0.071685407,1.22E-06,4.49E-06
UPF3B,0.057889292,0.126464899,0.171594164
PLCXD3,0.121386073,1.94E-18,4.92E-17
VPS4B,-0.037054122,2.13E-06,7.48E-06
PRPF31,0.00583822,0.660518176,0.711765276
TSTA3,0.033366863,0.032649622,0.050588197
PRPSAP2,-0.008615527,0.242274496,0.303222148
RRNAD1,0.048472172,0.000170966,0.000423183
RALGAPA1,0.068432303,4.93E-08,2.39E-07
TRMT2B,-0.029494009,0.002090946,0.004236114
ZNF44,0.000395929,0.970283499,0.977890061
THAP12,0.010232551,0.387353609,0.453575654
AC015813.6,-0.102410396,1.71E-07,7.42E-07
VAV2,-0.02771638,0.022624246,0.036256804
TMOD3,-0.032846393,0.000462666,0.001053429
TMEM104,-0.083075156,8.71E-10,5.61E-09
GNL3L,-0.01736863,0.248150923,0.309646772
UBE2D3-AS1,0.086235946,2.08E-05,6.12E-05
FAM78A,0.043271398,0.000204024,0.00049835
SMCHD1,-0.017585808,0.259341302,0.321364686
AL162377.1,0.0737234,1.12E-05,3.50E-05
ECT2,-0.026276881,0.125209627,0.170029369
SUSD5,0.054409771,0.018828722,0.030806155
MINDY4,0.035634177,0.241184551,0.302084859
RTL8C,0.087725972,2.06E-07,8.81E-07
POU2F1,0.017564529,0.093766851,0.131326122
TAF3,0.051181783,0.084000662,0.118779217
EID3,0.021228924,0.115617037,0.158814612
S100A16,0.11046339,1.04E-09,6.61E-09
PHIP,0.165155304,1.31E-10,9.69E-10
ANKRD36C,0.286733915,6.87E-08,3.24E-07
POLR2E,0.039782556,0.025868363,0.040879208
TTC3,0.02469501,0.101333054,0.141014548
UHRF1BP1,-0.012448077,0.434730312,0.500495408
SLC20A2,-0.024690782,0.001255443,0.002659837
KLHL6,-0.077805523,3.80E-05,0.000107003
MRPL3,0.052291031,0.000130567,0.000330551
ZMYM5,-0.003844608,0.631279823,0.685680331
TAB1,0.011234633,0.158811075,0.209734648
ZBTB7A,0.068875864,0.003455369,0.00671728
LMAN2L,0.061554475,7.11E-11,5.45E-10
HMGA1,-0.146891517,1.37E-21,5.55E-20
TFPT,0.111852516,5.03E-05,0.000137262
ELK4,0.007425702,0.639205491,0.692367142
AC134407.2,0.067934901,0.0647571,0.093606678
REEP1,0.035445603,0.00055423,0.001242111
CCNT2,-0.007146995,0.658884216,0.710325635
MRPL45,0.003410481,0.837593271,0.869774944
UBE2K,-0.022410459,0.039347339,0.059762058
KIAA0753,-0.039042629,3.03E-05,8.65E-05
BACH2,-0.049601423,3.15E-07,1.29E-06
AL049840.4,-0.062107924,1.77E-05,5.28E-05
ITPA,0.039215741,0.05328166,0.078493901
C5orf56,0.093950829,1.45E-07,6.41E-07
SLC2A10,-0.055918025,1.19E-05,3.68E-05
CLYBL,0.080804214,4.20E-08,2.07E-07
TRMT12,0.001519916,0.859814695,0.888054839
ZNF888,-0.074778955,5.49E-08,2.63E-07
RASA2,0.007413741,0.644354723,0.697051842
IVNS1ABP,-0.043628228,0.000874877,0.00189943
FAM177A1,0.034145206,0.004909647,0.009221726
RHOQ,0.122816974,4.07E-22,1.76E-20
PTS,0.057835837,2.24E-06,7.84E-06
RNF122,0.014411506,0.229302362,0.288503223
FOXC1,-0.25456086,2.09E-41,9.36E-39
RAB18,0.023407496,0.02805332,0.044025925
SFXN1,-0.046443372,8.35E-09,4.58E-08
FGFR1OP2,0.015384413,0.201512616,0.258349507
SPAG8,0.020245778,0.172112579,0.225396253
MYBPC3,0.006506238,0.537272691,0.597899723
PSPC1,-0.0337391,0.000284149,0.000676783
API5,-0.03342739,0.000151663,0.000378778
SH3GL1,-0.003639588,0.773324901,0.814026212
LSM8,0.026919759,0.006971264,0.012670418
PISD,-0.078099837,1.57E-12,1.59E-11
TOMM7,0.183997878,2.21E-14,3.11E-13
CCND3,0.016153995,0.205406189,0.262981233
CITED2,0.06825973,7.66E-10,4.99E-09
AKTIP,0.043873357,0.000131895,0.000333671
SENP5,-0.037671924,1.17E-06,4.30E-06
ZNF329,-0.020007399,0.030285616,0.04724745
DRAM2,0.064561424,4.16E-05,0.000116041
ISG20L2,-0.08829314,1.41E-23,7.50E-22
TYMP,0.149504927,1.38E-07,6.12E-07
GSK3B,0.002705554,0.801783292,0.838510032
AKAP9,0.133573325,1.39E-08,7.44E-08
ZFP62,-0.036781078,0.002424185,0.004858706
Z83843.1,0.023038509,0.186223118,0.241159179
SMARCA2,-0.015454809,0.197207577,0.253741092
GORASP1,-0.045364986,1.37E-09,8.50E-09
ASL,-0.010372147,0.390706832,0.456967055
KCNQ3,-0.082141811,3.37E-05,9.55E-05
RYK,0.005379396,0.556695984,0.615814141
AIF1L,-0.00028938,0.99041542,0.992445826
REPIN1,-0.007939866,0.421595598,0.487506473
FGGY,0.097406151,8.83E-12,7.98E-11
ALS2,0.057783522,7.33E-06,2.37E-05
SPCS1,0.072979234,1.63E-09,1.00E-08
MAP3K6,0.000378421,0.980247949,0.984580101
COA5,0.073321809,1.45E-16,3.00E-15
ITGB3,-0.0732553,0.019813051,0.032279327
SUSD4,0.022717,0.733382298,0.778702801
GGNBP2,0.04773408,0.006858405,0.012497093
IFT22,0.068771128,1.67E-08,8.85E-08
TMTC3,0.006579086,0.681949809,0.732491739
TSEN15,0.043559978,8.45E-09,4.63E-08
HYPK,-0.079509184,0.000145355,0.000364481
TCP11L2,-0.028286382,0.253226176,0.315193149
EHMT2,-0.100928678,3.80E-10,2.63E-09
TADA2B,-0.054830118,2.70E-07,1.12E-06
JPT1,0.022577386,0.226608198,0.28597703
TMEM81,0.083124745,0.000236217,0.000569473
RFX5,-0.057994282,1.64E-05,4.90E-05
TOB2,-0.025485441,0.003333608,0.006500795
CYTH4,0.02941856,0.226259236,0.285608731
NRSN2-AS1,-0.013553099,0.398140963,0.463817525
TNKS1BP1,-0.066996721,2.81E-08,1.43E-07
AC015922.3,0.109851883,5.55E-10,3.71E-09
ABCE1,-0.004642558,0.675516354,0.726049392
INTS13,0.033670913,0.008858561,0.015740159
AP000757.1,-0.048580097,0.043042479,0.06476972
ADGRB2,-0.08570683,1.07E-07,4.83E-07
ARHGAP25,0.095295723,7.06E-08,3.31E-07
GTF3C2,-0.059983203,5.32E-18,1.30E-16
LITAF,-0.04377323,0.005430687,0.010109247
KRT18,-0.099328223,1.49E-05,4.51E-05
PDZD11,0.083190909,8.57E-10,5.54E-09
GLUD1,0.045418762,1.83E-05,5.45E-05
GPI,0.017821013,0.22892368,0.288246972
RHBDD3,-0.002436481,0.859471193,0.887883464
SHC4,0.067009492,0.000130466,0.00033046
ADAMTS7,-0.055954638,0.000322494,0.000759167
NCOR1,0.063051395,0.001773377,0.003630992
MTUS2,-0.011053444,0.25069722,0.312356366
BTG2,0.011145342,0.39983699,0.465576374
LRCH3,-0.024633555,0.005366402,0.010004477
CEP76,-0.032107099,0.001711669,0.003514721
DCLK1,0.104404443,0.001459795,0.003048862
EDEM2,0.005395788,0.71102893,0.759321796
